"Untreated Tumor (1)"	FFF4	0.583	4
"Untreated Tumor (1)"	FFF4	0.975	5
"Untreated Tumor (1)"	FFF4	1.402	6
"Untreated Tumor (1)"	HHH1	0.015	-6
"Untreated Tumor (1)"	HHH1	0.022	-5
"Untreated Tumor (1)"	HHH1	0.042	-4
"Untreated Tumor (1)"	HHH1	0.061	-3
"Untreated Tumor (1)"	HHH1	0.139	-2
"Untreated Tumor (1)"	HHH1	0.189	-1
"Untreated Tumor (1)"	HHH1	0.223	0
"Untreated Tumor (1)"	HHH1	0.49	1
"Untreated Tumor (1)"	HHH1	0.52	2
"Untreated Tumor (1)"	HHH1	0.704	4
"Untreated Tumor (1)"	HHH1	0.88	5
"Untreated Tumor (1)"	HHH1	0.955	6
"Untreated Tumor (1)"	HHH1	1.233	7
"Untreated Tumor (1)"	JJJ4	0.017	-8
"Untreated Tumor (1)"	JJJ4	0.017	-7
"Untreated Tumor (1)"	JJJ4	0.024	-6
"Untreated Tumor (1)"	JJJ4	0.033	-5
"Untreated Tumor (1)"	JJJ4	0.049	-4
"Untreated Tumor (1)"	JJJ4	0.077	-3
"Untreated Tumor (1)"	JJJ4	0.128	-2
"Untreated Tumor (1)"	JJJ4	0.159	-1
"Untreated Tumor (1)"	JJJ4	0.249	0
"Untreated Tumor (1)"	JJJ4	0.356	1
"Untreated Tumor (1)"	JJJ4	0.41	2
"Untreated Tumor (1)"	JJJ4	0.645	4
"Untreated Tumor (1)"	JJJ4	0.984	5
"Untreated Tumor (1)"	JJJ4	1.173	6
"Untreated Tumor (1)"	KKK4	0.102	-2
"Untreated Tumor (1)"	KKK4	0.15	-1
"Untreated Tumor (1)"	KKK4	0.219	0
"Untreated Tumor (1)"	KKK4	0.528	1
"Untreated Tumor (1)"	KKK4	0.588	2
"Untreated Tumor (1)"	KKK4	0.698	4
"Untreated Tumor (1)"	KKK4	0.9	5
"Untreated Tumor (1)"	KKK4	1.194	6
"10 mg/kg CisPlat, IV (2)"	A2	0.025	-7
"10 mg/kg CisPlat, IV (2)"	A2	0.032	-6
"10 mg/kg CisPlat, IV (2)"	A2	0.032	-5
"10 mg/kg CisPlat, IV (2)"	A2	0.034	-4
"10 mg/kg CisPlat, IV (2)"	A2	0.044	-3
"10 mg/kg CisPlat, IV (2)"	A2	0.21	0
"10 mg/kg CisPlat, IV (2)"	A2	0.195	2
"10 mg/kg CisPlat, IV (2)"	A2	0.1799189	4
"10 mg/kg CisPlat, IV (2)"	A2	0.08369503	7
"10 mg/kg CisPlat, IV (2)"	A2	0.08369503	9
"10 mg/kg CisPlat, IV (2)"	A2	0.042	11
"10 mg/kg CisPlat, IV (2)"	A2	0.02	14
"10 mg/kg CisPlat, IV (2)"	A2	0.041	16
"10 mg/kg CisPlat, IV (2)"	A2	0.077	18
"10 mg/kg CisPlat, IV (2)"	A2	0.358	21
"10 mg/kg CisPlat, IV (2)"	A2	0.409	22
"10 mg/kg CisPlat, IV (2)"	A2	0.389	23
"10 mg/kg CisPlat, IV (2)"	A2	0.477	24
"10 mg/kg CisPlat, IV (2)"	A2	0.958	25
"10 mg/kg CisPlat, IV (2)"	A2	1.115	26
"10 mg/kg CisPlat, IV (2)"	B1	0.068	-5
"10 mg/kg CisPlat, IV (2)"	B1	0.06	-4
"10 mg/kg CisPlat, IV (2)"	B1	0.099	-3
"10 mg/kg CisPlat, IV (2)"	B1	0.088	-2
"10 mg/kg CisPlat, IV (2)"	B1	0.137	-1
"10 mg/kg CisPlat, IV (2)"	B1	0.205	0
"10 mg/kg CisPlat, IV (2)"	B1	0.699	1
"10 mg/kg CisPlat, IV (2)"	B1	0.402	3
"10 mg/kg CisPlat, IV (2)"	B1	0.1552364	5
"10 mg/kg CisPlat, IV (2)"	B1	0.05604373	8
"10 mg/kg CisPlat, IV (2)"	B1	0.06453514	10
"10 mg/kg CisPlat, IV (2)"	B1	0.044	12
"10 mg/kg CisPlat, IV (2)"	B1	0.056	15
"10 mg/kg CisPlat, IV (2)"	B1	0.111	17
"10 mg/kg CisPlat, IV (2)"	B1	0.421	19
"10 mg/kg CisPlat, IV (2)"	B1	0.607	21
"10 mg/kg CisPlat, IV (2)"	B1	1.07	22
"10 mg/kg CisPlat, IV (2)"	B2	0.087	-4
"10 mg/kg CisPlat, IV (2)"	B2	0.108	-3
"10 mg/kg CisPlat, IV (2)"	B2	0.111	-2
"10 mg/kg CisPlat, IV (2)"	B2	0.166	-1
"10 mg/kg CisPlat, IV (2)"	B2	0.263	0
"10 mg/kg CisPlat, IV (2)"	B2	0.362	2
"10 mg/kg CisPlat, IV (2)"	B2	0.331	4
"10 mg/kg CisPlat, IV (2)"	B2	0.2592986	6
"10 mg/kg CisPlat, IV (2)"	B2	0.2487522	9
"10 mg/kg CisPlat, IV (2)"	B2	0.2400959	11
"10 mg/kg CisPlat, IV (2)"	B2	0.251	13
"10 mg/kg CisPlat, IV (2)"	B2	0.344	14
"10 mg/kg CisPlat, IV (2)"	B2	0.418	15
"10 mg/kg CisPlat, IV (2)"	B2	0.413	16
"10 mg/kg CisPlat, IV (2)"	B2	0.456	17
"10 mg/kg CisPlat, IV (2)"	B2	0.583	18
"10 mg/kg CisPlat, IV (2)"	B2	0.696	19
"10 mg/kg CisPlat, IV (2)"	B2	0.928	20
"10 mg/kg CisPlat, IV (2)"	B2	1.092	21
"10 mg/kg CisPlat, IV (2)"	B3	0.098	-4
"10 mg/kg CisPlat, IV (2)"	B3	0.125	-3
"10 mg/kg CisPlat, IV (2)"	B3	0.124	-2
"10 mg/kg CisPlat, IV (2)"	B3	0.193	-1
"10 mg/kg CisPlat, IV (2)"	B3	0.234	0
"10 mg/kg CisPlat, IV (2)"	B3	0.372	3
"10 mg/kg CisPlat, IV (2)"	B3	0.204	5
"10 mg/kg CisPlat, IV (2)"	B3	0.1109199	7
"10 mg/kg CisPlat, IV (2)"	B3	0.09935125	10
"10 mg/kg CisPlat, IV (2)"	B3	0.06641899	12
"10 mg/kg CisPlat, IV (2)"	B3	0.046	14
"10 mg/kg CisPlat, IV (2)"	B3	0.114	17
"10 mg/kg CisPlat, IV (2)"	B3	0.151	19
"10 mg/kg CisPlat, IV (2)"	B3	0.34	21
"10 mg/kg CisPlat, IV (2)"	B3	0.685	23
"10 mg/kg CisPlat, IV (2)"	B3	0.74	24
"10 mg/kg CisPlat, IV (2)"	B3	1.019	25
"10 mg/kg CisPlat, IV (2)"	D2	0.059	-5
"10 mg/kg CisPlat, IV (2)"	D2	0.041	-4
"10 mg/kg CisPlat, IV (2)"	D2	0.057	-3
"10 mg/kg CisPlat, IV (2)"	D2	0.109	-2
"10 mg/kg CisPlat, IV (2)"	D2	0.143	-1
"10 mg/kg CisPlat, IV (2)"	D2	0.235	0
"10 mg/kg CisPlat, IV (2)"	D2	0.396	2
"10 mg/kg CisPlat, IV (2)"	D2	0.256	4
"10 mg/kg CisPlat, IV (2)"	D2	0.2008853	6
"10 mg/kg CisPlat, IV (2)"	D2	0.1591029	9
"10 mg/kg CisPlat, IV (2)"	D2	0.1840866	11
"10 mg/kg CisPlat, IV (2)"	D2	0.151	13
"10 mg/kg CisPlat, IV (2)"	D2	0.18	16
"10 mg/kg CisPlat, IV (2)"	D2	0.277	18
"10 mg/kg CisPlat, IV (2)"	D2	0.385	20
"10 mg/kg CisPlat, IV (2)"	D2	0.711	21
"10 mg/kg CisPlat, IV (2)"	D2	0.88	22
"10 mg/kg CisPlat, IV (2)"	D2	0.882	23
"10 mg/kg CisPlat, IV (2)"	D2	1.332	24
"10 mg/kg CisPlat, IV (2)"	E3	0.08	-3
"10 mg/kg CisPlat, IV (2)"	E3	0.14	-2
"10 mg/kg CisPlat, IV (2)"	E3	0.138	-1
"10 mg/kg CisPlat, IV (2)"	E3	0.301	0
"10 mg/kg CisPlat, IV (2)"	E3	0.332	3
"10 mg/kg CisPlat, IV (2)"	E3	0.153	5
"10 mg/kg CisPlat, IV (2)"	E3	0.1119044	7
"10 mg/kg CisPlat, IV (2)"	E3	0.0765969	10
"10 mg/kg CisPlat, IV (2)"	E3	0.03380282	12
"10 mg/kg CisPlat, IV (2)"	E3	0.016	14
"10 mg/kg CisPlat, IV (2)"	E3	0.031	17
"10 mg/kg CisPlat, IV (2)"	E3	0.105	19
"10 mg/kg CisPlat, IV (2)"	E3	0.374	21
"10 mg/kg CisPlat, IV (2)"	E3	0.864	22
"10 mg/kg CisPlat, IV (2)"	E3	0.97	23
"10 mg/kg CisPlat, IV (2)"	E3	1.982	24
"10 mg/kg CisPlat, IV (2)"	F1	0.074	-3
"10 mg/kg CisPlat, IV (2)"	F1	0.059	-2
"10 mg/kg CisPlat, IV (2)"	F1	0.128	-1
"10 mg/kg CisPlat, IV (2)"	F1	0.224	0
"10 mg/kg CisPlat, IV (2)"	F1	0.245	3
"10 mg/kg CisPlat, IV (2)"	F1	0.33	5
"10 mg/kg CisPlat, IV (2)"	F1	0.1897246	7
"10 mg/kg CisPlat, IV (2)"	F1	0.1626535	10
"10 mg/kg CisPlat, IV (2)"	F1	0.1220183	12
"10 mg/kg CisPlat, IV (2)"	F1	0.085	14
"10 mg/kg CisPlat, IV (2)"	F1	0.123	17
"10 mg/kg CisPlat, IV (2)"	F1	0.182	19
"10 mg/kg CisPlat, IV (2)"	F1	0.319	21
"10 mg/kg CisPlat, IV (2)"	F1	0.56	22
"10 mg/kg CisPlat, IV (2)"	F1	0.568	23
"10 mg/kg CisPlat, IV (2)"	F1	0.753	24
"10 mg/kg CisPlat, IV (2)"	F1	0.828	25
"10 mg/kg CisPlat, IV (2)"	F1	1.238	26
"10 mg/kg CisPlat, IV (2)"	F4	0.141	-3
"10 mg/kg CisPlat, IV (2)"	F4	0.184	-2
"10 mg/kg CisPlat, IV (2)"	F4	0.354	-1
"10 mg/kg CisPlat, IV (2)"	F4	0.354	0
"10 mg/kg CisPlat, IV (2)"	F4	0.604	3
"10 mg/kg CisPlat, IV (2)"	F4	0.375	5
"10 mg/kg CisPlat, IV (2)"	F4	0.2115886	7
"10 mg/kg CisPlat, IV (2)"	F4	0.1662512	10
"10 mg/kg CisPlat, IV (2)"	F4	0.1889424	12
"10 mg/kg CisPlat, IV (2)"	F4	0.172	14
"10 mg/kg CisPlat, IV (2)"	F4	0.198	17
"10 mg/kg CisPlat, IV (2)"	F4	0.507	19
"10 mg/kg CisPlat, IV (2)"	F4	0.897	20
"10 mg/kg CisPlat, IV (2)"	F4	1.126	21
"10 mg/kg CisPlat, IV (2)"	G4	0.034	-6
"10 mg/kg CisPlat, IV (2)"	G4	0.041	-5
"10 mg/kg CisPlat, IV (2)"	G4	0.108	-4
"10 mg/kg CisPlat, IV (2)"	G4	0.081	-3
"10 mg/kg CisPlat, IV (2)"	G4	0.165	-2
"10 mg/kg CisPlat, IV (2)"	G4	0.185	-1
"10 mg/kg CisPlat, IV (2)"	G4	0.265	0
"10 mg/kg CisPlat, IV (2)"	G4	0.445	2
"10 mg/kg CisPlat, IV (2)"	G4	0.2857113	4
"10 mg/kg CisPlat, IV (2)"	G4	0.1880489	7
"10 mg/kg CisPlat, IV (2)"	G4	0.08536095	9
"10 mg/kg CisPlat, IV (2)"	G4	0.136	11
"10 mg/kg CisPlat, IV (2)"	G4	0.106	14
"10 mg/kg CisPlat, IV (2)"	G4	0.167	16
"10 mg/kg CisPlat, IV (2)"	G4	0.248	18
"10 mg/kg CisPlat, IV (2)"	G4	0.613	20
"10 mg/kg CisPlat, IV (2)"	G4	1.045	21
"10 mg/kg CisPlat, IV (2)"	N3	0.011	-6
"10 mg/kg CisPlat, IV (2)"	N3	0.012	-5
"10 mg/kg CisPlat, IV (2)"	N3	0.05	-4
"10 mg/kg CisPlat, IV (2)"	N3	0.033	-3
"10 mg/kg CisPlat, IV (2)"	N3	0.232	0
"10 mg/kg CisPlat, IV (2)"	N3	0.636	2
"10 mg/kg CisPlat, IV (2)"	N3	0.2135253	4
"10 mg/kg CisPlat, IV (2)"	N3	0.1697005	7
"10 mg/kg CisPlat, IV (2)"	N3	0.07788136	9
"10 mg/kg CisPlat, IV (2)"	N3	0.062	11
"10 mg/kg CisPlat, IV (2)"	N3	0.031	14
"10 mg/kg CisPlat, IV (2)"	N3	0.08	16
"10 mg/kg CisPlat, IV (2)"	N3	0.149	18
"10 mg/kg CisPlat, IV (2)"	N3	0.604	21
"10 mg/kg CisPlat, IV (2)"	N3	0.599	22
"10 mg/kg CisPlat, IV (2)"	N3	0.894	23
"10 mg/kg CisPlat, IV (2)"	N3	1.012	24
"10 mg/kg CisPlat, IV (2)"	Q3	0.03	-5
"10 mg/kg CisPlat, IV (2)"	Q3	0.053	-4
"10 mg/kg CisPlat, IV (2)"	Q3	0.064	-3
"10 mg/kg CisPlat, IV (2)"	Q3	0.062	-2
"10 mg/kg CisPlat, IV (2)"	Q3	0.227	0
"10 mg/kg CisPlat, IV (2)"	Q3	0.351	1
"10 mg/kg CisPlat, IV (2)"	Q3	0.384	3
"10 mg/kg CisPlat, IV (2)"	Q3	0.3972157	5
"10 mg/kg CisPlat, IV (2)"	Q3	0.2312465	8
"10 mg/kg CisPlat, IV (2)"	Q3	0.08517245	10
"10 mg/kg CisPlat, IV (2)"	Q3	0.107	12
"10 mg/kg CisPlat, IV (2)"	Q3	0.126	15
"10 mg/kg CisPlat, IV (2)"	Q3	0.193	17
"10 mg/kg CisPlat, IV (2)"	Q3	0.317	19
"10 mg/kg CisPlat, IV (2)"	Q3	0.787	21
"10 mg/kg CisPlat, IV (2)"	Q3	0.9	22
"10 mg/kg CisPlat, IV (2)"	Q3	1.376	23
"10 mg/kg CisPlat, IV (2)"	R1	0.114	-3
"10 mg/kg CisPlat, IV (2)"	R1	0.142	-2
"10 mg/kg CisPlat, IV (2)"	R1	0.183	-1
"10 mg/kg CisPlat, IV (2)"	R1	0.247	0
"10 mg/kg CisPlat, IV (2)"	R1	0.33	3
"10 mg/kg CisPlat, IV (2)"	R1	0.23	5
"10 mg/kg CisPlat, IV (2)"	R1	0.1538965	7
"10 mg/kg CisPlat, IV (2)"	R1	0.08799493	10
"10 mg/kg CisPlat, IV (2)"	R1	0.03011674	12
"10 mg/kg CisPlat, IV (2)"	R1	0.044	14
"10 mg/kg CisPlat, IV (2)"	R1	0.092	17
"10 mg/kg CisPlat, IV (2)"	R1	0.108	19
"10 mg/kg CisPlat, IV (2)"	R1	0.29	21
"10 mg/kg CisPlat, IV (2)"	R1	0.521	23
"10 mg/kg CisPlat, IV (2)"	R1	0.577	24
"10 mg/kg CisPlat, IV (2)"	R1	0.642	25
"10 mg/kg CisPlat, IV (2)"	R1	0.761	26
"10 mg/kg CisPlat, IV (2)"	R1	0.821	27
"10 mg/kg CisPlat, IV (2)"	R1	0.913	28
"10 mg/kg CisPlat, IV (2)"	R1	1.006	29
"10 mg/kg CisPlat, IV (2)"	AA1	0.126	-1
"10 mg/kg CisPlat, IV (2)"	AA1	0.32	0
"10 mg/kg CisPlat, IV (2)"	AA1	0.243	2
"10 mg/kg CisPlat, IV (2)"	AA1	0.096	5
"10 mg/kg CisPlat, IV (2)"	AA1	0.051	7
"10 mg/kg CisPlat, IV (2)"	CC1	0.078	-3
"10 mg/kg CisPlat, IV (2)"	CC1	0.149	-2
"10 mg/kg CisPlat, IV (2)"	CC1	0.226	-1
"10 mg/kg CisPlat, IV (2)"	CC1	0.363	0
"10 mg/kg CisPlat, IV (2)"	CC1	0.189	2
"10 mg/kg CisPlat, IV (2)"	CC1	0.158	3
"10 mg/kg CisPlat, IV (2)"	CC2	0.062	-3
"10 mg/kg CisPlat, IV (2)"	CC2	0.087	-2
"10 mg/kg CisPlat, IV (2)"	CC2	0.14	-1
"10 mg/kg CisPlat, IV (2)"	CC2	0.221	0
"10 mg/kg CisPlat, IV (2)"	CC2	0.199	3
"10 mg/kg CisPlat, IV (2)"	CC3	0.129	-1
"10 mg/kg CisPlat, IV (2)"	CC3	0.203	0
"10 mg/kg CisPlat, IV (2)"	CC3	0.173	2
"10 mg/kg CisPlat, IV (2)"	CC3	0.099	5
"10 mg/kg CisPlat, IV (2)"	CC3	0.06	7
"10 mg/kg CisPlat, IV (2)"	EE3	0.163	-1
"10 mg/kg CisPlat, IV (2)"	EE3	0.309	0
"10 mg/kg CisPlat, IV (2)"	EE3	0.246	1
"10 mg/kg CisPlat, IV (2)"	EE4	0.072	-3
"10 mg/kg CisPlat, IV (2)"	EE4	0.13	-2
"10 mg/kg CisPlat, IV (2)"	EE4	0.174	-1
"10 mg/kg CisPlat, IV (2)"	EE4	0.245	0
"10 mg/kg CisPlat, IV (2)"	EE4	0.184	1
"10 mg/kg CisPlat, IV (2)"	FF4	0.076	-2
"10 mg/kg CisPlat, IV (2)"	FF4	0.195	-1
"10 mg/kg CisPlat, IV (2)"	FF4	0.312	0
"10 mg/kg CisPlat, IV (2)"	FF4	0.211	3
"10 mg/kg CisPlat, IV (2)"	HH4	0.122	-2
"10 mg/kg CisPlat, IV (2)"	HH4	0.134	-1
"10 mg/kg CisPlat, IV (2)"	HH4	0.242	0
"10 mg/kg CisPlat, IV (2)"	HH4	0.204	1
"10 mg/kg CisPlat, IV (2)"	HH4	0.17	4
"10 mg/kg CisPlat, IV (2)"	HH4	0.112	6
"10 mg/kg CisPlat, IV (2)"	HH4	0.078	9
"10 mg/kg CisPlat, IV (2)"	HH4	0.068	11
"10 mg/kg CisPlat, IV (2)"	HH4	0.065	13
"10 mg/kg CisPlat, IV (2)"	HH4	0.072	14
"10 mg/kg CisPlat, IV (2)"	KK1	0.129	-3
"10 mg/kg CisPlat, IV (2)"	KK1	0.134	-2
"10 mg/kg CisPlat, IV (2)"	KK1	0.151	-1
"10 mg/kg CisPlat, IV (2)"	KK1	0.211	0
"10 mg/kg CisPlat, IV (2)"	KK1	0.219	1
"10 mg/kg CisPlat, IV (2)"	KK1	0.166	4
"10 mg/kg CisPlat, IV (2)"	KK1	0.115	6
"10 mg/kg CisPlat, IV (2)"	KK1	0.101	8
"10 mg/kg CisPlat, IV (2)"	KK1	0.071	11
"10 mg/kg CisPlat, IV (2)"	KK1	0.071	13
"10 mg/kg CisPlat, IV (2)"	KK1	0.057	14
"10 mg/kg CisPlat, IV (2)"	LL2	0.057	-5
"10 mg/kg CisPlat, IV (2)"	LL2	0.066	-4
"10 mg/kg CisPlat, IV (2)"	LL2	0.103	-3
"10 mg/kg CisPlat, IV (2)"	LL2	0.149	-2
"10 mg/kg CisPlat, IV (2)"	LL2	0.174	-1
"10 mg/kg CisPlat, IV (2)"	LL2	0.213	0
"10 mg/kg CisPlat, IV (2)"	LL2	0.206	1
"10 mg/kg CisPlat, IV (2)"	MM1	0.035	-6
"10 mg/kg CisPlat, IV (2)"	MM1	0.054	-5
"10 mg/kg CisPlat, IV (2)"	MM1	0.09	-4
"10 mg/kg CisPlat, IV (2)"	MM1	0.096	-3
"10 mg/kg CisPlat, IV (2)"	MM1	0.119	-2
"10 mg/kg CisPlat, IV (2)"	MM1	0.15	-1
"10 mg/kg CisPlat, IV (2)"	MM1	0.234	0
"10 mg/kg CisPlat, IV (2)"	MM1	0.197	1
"10 mg/kg CisPlat, IV (2)"	MM1	0.126	3
"10 mg/kg CisPlat, IV (2)"	MM4	0.113	-2
"10 mg/kg CisPlat, IV (2)"	MM4	0.161	-1
"10 mg/kg CisPlat, IV (2)"	MM4	0.262	0
"10 mg/kg CisPlat, IV (2)"	MM4	0.29	1
"10 mg/kg CisPlat, IV (2)"	MM4	0.123	4
"10 mg/kg CisPlat, IV (2)"	MM4	0.071	6
"10 mg/kg CisPlat, IV (2)"	MM4	0.031	8
"10 mg/kg CisPlat, IV (2)"	MM4	0.03	11
"10 mg/kg CisPlat, IV (2)"	MM4	0.019	13
"10 mg/kg CisPlat, IV (2)"	MM4	0.015	14
"10 mg/kg CisPlat, IV (2)"	QQ1	0.191	-1
"10 mg/kg CisPlat, IV (2)"	QQ1	0.35	0
"10 mg/kg CisPlat, IV (2)"	QQ1	0.456	1
"10 mg/kg CisPlat, IV (2)"	QQ1	0.417	4
"10 mg/kg CisPlat, IV (2)"	QQ1	0.206	6
"10 mg/kg CisPlat, IV (2)"	QQ1	0.112	7
"10 mg/kg CisPlat, IV (2)"	RR1	0.152	-1
"10 mg/kg CisPlat, IV (2)"	RR1	0.261	0
"10 mg/kg CisPlat, IV (2)"	RR1	0.263	1
"10 mg/kg CisPlat, IV (2)"	SS3	0.076	-2
"10 mg/kg CisPlat, IV (2)"	SS3	0.128	-1
"10 mg/kg CisPlat, IV (2)"	SS3	0.202	0
"10 mg/kg CisPlat, IV (2)"	SS3	0.26	3
"10 mg/kg CisPlat, IV (2)"	SS3	0.164	5
"10 mg/kg CisPlat, IV (2)"	SS3	0.124	7
"10 mg/kg CisPlat, IV (2)"	SS3	0.041	10
"10 mg/kg CisPlat, IV (2)"	SS3	0.038	12
"10 mg/kg CisPlat, IV (2)"	SS3	0.033	14
"10 mg/kg CisPlat, IV (2)"	TT3	0.106	-2
"10 mg/kg CisPlat, IV (2)"	TT3	0.196	-1
"10 mg/kg CisPlat, IV (2)"	TT3	0.256	0
"10 mg/kg CisPlat, IV (2)"	TT3	0.222	3
"10 mg/kg CisPlat, IV (2)"	TT3	0.152	5
"10 mg/kg CisPlat, IV (2)"	TT3	0.123	7
"10 mg/kg CisPlat, IV (2)"	TT3	0.036	10
"10 mg/kg CisPlat, IV (2)"	TT3	0.031	12
"10 mg/kg CisPlat, IV (2)"	TT3	0.019	14
"10 mg/kg CisPlat, IV (2)"	TT4	0.178	-1
"10 mg/kg CisPlat, IV (2)"	TT4	0.208	0
"10 mg/kg CisPlat, IV (2)"	TT4	0.316	2
"10 mg/kg CisPlat, IV (2)"	TT4	0.188	5
"10 mg/kg CisPlat, IV (2)"	TT4	0.075	7
"10 mg/kg CisPlat, IV (2)"	VV3	0.114	-2
"10 mg/kg CisPlat, IV (2)"	VV3	0.143	-1
"10 mg/kg CisPlat, IV (2)"	VV3	0.259	0
"10 mg/kg CisPlat, IV (2)"	VV3	0.259	1
"10 mg/kg CisPlat, IV (2)"	VV3	0.238	4
"10 mg/kg CisPlat, IV (2)"	VV3	0.188	6
"10 mg/kg CisPlat, IV (2)"	VV3	0.128	7
"10 mg/kg CisPlat, IV (2)"	YY2	0.084	-2
"10 mg/kg CisPlat, IV (2)"	YY2	0.129	-1
"10 mg/kg CisPlat, IV (2)"	YY2	0.225	0
